Picklist_date,picklist_no,picklist_type,stores_in_picklist
2025-12-08,556,bulk,"394957.0,397205.0"
2025-12-08,557,bulk,"398693.0,397205.0"
2025-12-08,558,multi order,"394957.0,400317.0"
2025-12-08,559,multi order,"395059.0,401063.0"
2025-12-08,560,bulk,"395059.0,398693.0"
2025-12-08,561,multi order,"398939.0,398693.0"
2025-12-08,562,bulk,"397205.0,398693.0"
2025-12-08,563,multi order,"400907.0,400357.0"
2025-12-08,564,bulk,"400357.0,400263.0"
2025-12-08,565,multi order,"400356.0,394957.0"
2025-12-08,566,bulk,"395106.0,398939.0"
2025-12-08,567,multi order,"398693.0,401063.0"
2025-12-08,568,bulk,"395106.0,397205.0"
2025-12-08,569,bulk,"398939.0,394957.0"
2025-12-08,570,bulk,"398939.0,398693.0"
2025-12-08,571,bulk,"395059.0,394957.0"
2025-12-08,572,multi order,"398939.0,397205.0"
2025-12-08,573,bulk,"398693.0,397205.0"
2025-12-08,574,bulk,"400907.0,397205.0"
2025-12-08,575,bulk,"398939.0,394957.0"
2025-12-08,576,multi order,"398939.0,395059.0"
2025-12-08,577,bulk,"398939.0,398693.0"
2025-12-08,578,bulk,"398693.0,401063.0"
2025-12-08,579,bulk,"400907.0,400357.0"
2025-12-08,580,multi order,"397205.0,398693.0"
2025-12-08,581,multi order,"394957.0,400357.0"
2025-12-08,582,multi order,"398939.0,401063.0"
2025-12-08,583,multi order,"398939.0,394957.0"
2025-12-08,584,multi order,"397205.0,400263.0"
2025-12-08,585,bulk,"394957.0,398693.0"
2025-12-08,586,multi order,"395059.0,400357.0"
2025-12-08,587,bulk,"398939.0,400317.0"
2025-12-08,588,multi order,"395059.0,394957.0"
2025-12-08,589,bulk,"397205.0,398693.0"
2025-12-08,590,bulk,"395106.0,394957.0"
2025-12-08,591,bulk,"398939.0,400356.0"
2025-12-08,592,bulk,"398693.0,400263.0"
2025-12-08,593,multi order,"394957.0,398693.0"
2025-12-08,594,bulk,"394957.0,401063.0"
2025-12-08,595,bulk,"398939.0,400263.0"
2025-12-08,596,bulk,"398693.0,397205.0"
2025-12-08,597,multi order,"394957.0,397205.0"
2025-12-08,598,multi order,"398939.0,400263.0"
2025-12-08,599,bulk,"398939.0,398693.0"
2025-12-08,600,bulk,"395059.0,401063.0"
2025-12-08,601,bulk,"400907.0,400357.0"
2025-12-08,602,multi order,"400356.0,398693.0"
2025-12-08,603,bulk,"398939.0,398693.0"
2025-12-08,604,multi order,"400357.0,398693.0"
2025-12-08,605,bulk,"398939.0,400356.0"
2025-12-08,606,bulk,"394957.0,401063.0"
2025-12-08,607,bulk,"394957.0,398693.0"
2025-12-08,608,multi order,"398693.0,401063.0"
2025-12-08,609,bulk,"397205.0,398693.0"
2025-12-08,610,multi order,"398939.0,398693.0"
2025-12-08,611,multi order,"394957.0,400357.0"
2025-12-08,612,multi order,"398693.0,397205.0"
2025-12-08,613,bulk,"398939.0,400263.0"
2025-12-08,614,bulk,"398939.0,397205.0"
2025-12-08,615,bulk,"394957.0,398693.0"
2025-12-08,616,bulk,"395106.0,400356.0"
2025-12-08,617,bulk,"397205.0,398693.0"
2025-12-08,618,multi order,"394957.0,400263.0"
2025-12-08,619,bulk,"398939.0,398693.0"
2025-12-08,620,bulk,"395106.0,400356.0"
2025-12-08,621,bulk,"398693.0,400263.0"
2025-12-08,622,multi order,"400907.0,398693.0"
2025-12-08,623,bulk,"400356.0,394957.0"
2025-12-08,624,bulk,"395106.0,400263.0"
2025-12-08,625,bulk,"395059.0,400356.0"
2025-12-08,626,bulk,"394957.0,400317.0"
2025-12-08,627,multi order,"398693.0,401063.0"
2025-12-08,628,multi order,"400356.0,394957.0"
2025-12-08,629,bulk,"400357.0,398693.0"
2025-12-08,630,bulk,"400356.0,401063.0"
2025-12-08,631,bulk,"398939.0,394957.0"
2025-12-08,632,multi order,"398939.0,401063.0"
2025-12-08,633,multi order,"400907.0,398693.0"
2025-12-08,634,multi order,"400317.0,400263.0"
2025-12-08,635,bulk,"398939.0,400317.0"
2025-12-08,636,multi order,"398693.0,397205.0"
2025-12-08,637,multi order,"398939.0,394957.0"
2025-12-08,638,bulk,"395106.0,395059.0"
2025-12-08,639,bulk,"394957.0,400357.0"
2025-12-08,640,bulk,"397205.0,400263.0"
2025-12-08,641,bulk,"400357.0,401063.0"
2025-12-08,642,bulk,"398939.0,394957.0"
2025-12-08,643,bulk,"398939.0,400357.0"
2025-12-08,644,bulk,"400317.0,401063.0"
2025-12-08,645,bulk,"394957.0,397205.0"
2025-12-08,646,multi order,"394957.0,400263.0"
2025-12-08,647,bulk,"398939.0,398693.0"
2025-12-08,648,bulk,"398939.0,394957.0"
2025-12-08,649,bulk,"394957.0,398693.0"
2025-12-08,650,multi order,"398939.0,398693.0"
2025-12-08,651,bulk,"397205.0,400263.0"
2025-12-08,652,bulk,"394957.0,398693.0"
2025-12-08,653,bulk,"395059.0,401063.0"
2025-12-08,654,multi order,"400357.0,398693.0"
2025-12-08,655,multi order,"398693.0,400263.0"
2025-12-08,656,multi order,"398939.0,395059.0"
2025-12-08,657,bulk,"395059.0,398693.0"
2025-12-08,658,multi order,"398693.0,400263.0"
2025-12-08,659,bulk,"398939.0,400357.0"
2025-12-08,660,multi order,"400907.0,398693.0"
2025-12-08,661,multi order,"394957.0,398693.0"
2025-12-08,662,bulk,"400317.0,398693.0"
2025-12-08,663,bulk,"394957.0,397205.0"
2025-12-08,664,multi order,"398939.0,401063.0"
2025-12-08,665,bulk,"398939.0,400317.0"
2025-12-08,666,bulk,"395106.0,400263.0"
2025-12-08,667,bulk,"400357.0,401063.0"
2025-12-08,668,bulk,"395106.0,400317.0"
2025-12-08,669,multi order,"398939.0,401063.0"
2025-12-08,670,bulk,"395059.0,394957.0"
2025-12-08,671,bulk,"395059.0,398693.0"
2025-12-08,672,bulk,"395106.0,394957.0"
2025-12-08,673,bulk,"398939.0,398693.0"
2025-12-08,674,multi order,"395059.0,400357.0"
2025-12-08,675,bulk,"394957.0,398693.0"
2025-12-08,676,multi order,"395106.0,400356.0"
2025-12-08,677,multi order,"400317.0,398693.0"
2025-12-08,678,bulk,"398939.0,394957.0"
2025-12-08,679,bulk,"398693.0,397205.0"
2025-12-08,680,multi order,"394957.0,400263.0"
2025-12-08,681,bulk,"398693.0,400263.0"
2025-12-08,682,bulk,"395106.0,398939.0"
2025-12-08,683,bulk,"395059.0,398693.0"
2025-12-08,684,multi order,"398939.0,394957.0"
2025-12-08,685,multi order,"394957.0,397205.0"
2025-12-08,686,bulk,"398693.0,397205.0"
2025-12-08,687,bulk,"394957.0,400263.0"
2025-12-08,688,bulk,"395059.0,398693.0"
2025-12-08,689,bulk,"398939.0,394957.0"
2025-12-08,690,bulk,"395106.0,400356.0"
2025-12-08,691,multi order,"394957.0,400317.0"
2025-12-08,692,bulk,"398693.0,400263.0"
2025-12-08,693,multi order,"394957.0,397205.0"
2025-12-08,694,bulk,"398939.0,398693.0"
2025-12-08,695,multi order,"394957.0,398693.0"
2025-12-08,696,multi order,"397205.0,398693.0"
2025-12-08,697,multi order,"394957.0,401063.0"
2025-12-08,698,bulk,"397205.0,398693.0"
2025-12-08,699,bulk,"400357.0,401063.0"
2025-12-08,700,multi order,"398693.0,397205.0"
2025-12-08,701,multi order,"394957.0,400263.0"
2025-12-08,702,multi order,"400907.0,394957.0"
2025-12-08,703,bulk,"395106.0,400263.0"
2025-12-08,704,bulk,"398939.0,397205.0"
2025-12-08,705,bulk,"400317.0,401063.0"
2025-12-08,706,bulk,"395106.0,398693.0"
2025-12-08,707,bulk,"394957.0,400263.0"
2025-12-08,708,bulk,"394957.0,400317.0"
2025-12-08,709,bulk,"395059.0,398693.0"
2025-12-08,710,bulk,"395106.0,400263.0"
2025-12-08,711,bulk,"394957.0,398693.0"
2025-12-08,712,bulk,"395106.0,394957.0"
2025-12-08,713,bulk,"395059.0,394957.0"
2025-12-08,714,bulk,"400317.0,398693.0"
2025-12-08,715,bulk,"394957.0,398693.0"
2025-12-08,716,bulk,"400907.0,400356.0"
2025-12-08,717,bulk,"395106.0,401063.0"
2025-12-08,718,bulk,"395059.0,400357.0"
2025-12-08,719,bulk,"400907.0,400317.0"
2025-12-08,720,bulk,"398693.0,397205.0"
2025-12-08,721,bulk,"398939.0,400263.0"
2025-12-08,722,multi order,"394957.0,397205.0"
2025-12-08,723,multi order,"398693.0,397205.0"
2025-12-08,724,bulk,"394957.0,398693.0"
2025-12-08,725,bulk,"398939.0,397205.0"
2025-12-08,726,bulk,"400907.0,401063.0"
2025-12-08,727,bulk,"400357.0,394957.0"
2025-12-08,728,bulk,"400317.0,400263.0"
2025-12-08,729,bulk,"395106.0,398939.0"
2025-12-08,730,bulk,"395059.0,398693.0"
2025-12-08,731,bulk,"400356.0,397205.0"
2025-12-08,732,bulk,"398939.0,398693.0"
2025-12-08,733,bulk,"394957.0,400263.0"
2025-12-08,734,multi order,"398939.0,400356.0"
2025-12-08,735,multi order,"400357.0,394957.0"
2025-12-08,736,bulk,"395059.0,394957.0"
2025-12-08,737,multi order,"398939.0,400356.0"
2025-12-08,738,bulk,"395106.0,397205.0"
2025-12-08,739,multi order,"394957.0,398693.0"
2025-12-08,740,bulk,"394957.0,400357.0"
2025-12-08,741,bulk,"400357.0,397205.0"
2025-12-08,742,bulk,"398693.0,400317.0"
2025-12-08,743,bulk,"398939.0,394957.0"
2025-12-08,744,bulk,"395106.0,400356.0"
2025-12-08,745,bulk,"395106.0,398693.0"
2025-12-08,746,bulk,"395059.0,397205.0"
2025-12-08,747,bulk,"398939.0,400356.0"
2025-12-08,748,bulk,"400263.0,401063.0"
2025-12-08,749,multi order,"395106.0,398939.0"
2025-12-08,750,bulk,"398939.0,394957.0"
2025-12-08,751,multi order,"395106.0,400356.0"
2025-12-08,752,multi order,"395106.0,394957.0"
2025-12-08,753,multi order,"398939.0,398693.0"
2025-12-08,754,bulk,"395059.0,400317.0"
2025-12-08,755,bulk,"400907.0,400357.0"
2025-12-08,756,bulk,"400356.0,401063.0"
2025-12-08,757,bulk,"394957.0,400263.0"
2025-12-08,758,bulk,"397205.0,398693.0"
2025-12-08,759,multi order,"395106.0,398693.0"
2025-12-08,760,bulk,"394957.0,400357.0"
2025-12-08,761,multi order,"398939.0,401063.0"
2025-12-08,762,bulk,"394957.0,397205.0"
2025-12-08,763,bulk,"398939.0,398693.0"
2025-12-08,764,bulk,"397205.0,398693.0"
2025-12-08,765,bulk,"400907.0,394957.0"
2025-12-08,766,multi order,"394957.0,400357.0"
2025-12-08,767,bulk,"398939.0,398693.0"
2025-12-08,768,bulk,"398939.0,394957.0"
2025-12-08,769,bulk,"398693.0,397205.0"
2025-12-08,770,multi order,"398939.0,400356.0"
2025-12-08,771,multi order,"397205.0,401063.0"
2025-12-08,772,bulk,"395106.0,400263.0"
2025-12-08,773,bulk,"400317.0,397205.0"
2025-12-08,774,bulk,"395059.0,394957.0"
2025-12-08,775,bulk,"400907.0,400357.0"
2025-12-08,776,bulk,"398939.0,398693.0"
2025-12-08,777,multi order,"395059.0,400356.0"
2025-12-08,778,bulk,"400907.0,397205.0"
2025-12-08,779,bulk,"398939.0,400317.0"
2025-12-08,780,multi order,"398693.0,400263.0"
2025-12-08,781,bulk,"400356.0,394957.0"
2025-12-08,782,bulk,"395059.0,400317.0"
2025-12-08,783,bulk,"400907.0,400357.0"
2025-12-08,784,bulk,"398939.0,397205.0"
2025-12-08,785,multi order,"400263.0,401063.0"
2025-12-08,786,bulk,"395059.0,398693.0"
2025-12-08,787,bulk,"395059.0,400907.0"
2025-12-08,788,multi order,"397205.0,398693.0"
2025-12-08,789,bulk,"394957.0,397205.0"
2025-12-08,790,bulk,"398693.0,401063.0"
2025-12-08,791,multi order,"394957.0,398693.0"
2025-12-08,792,multi order,"398939.0,394957.0"
2025-12-08,793,multi order,"398939.0,395059.0"
2025-12-08,794,multi order,"394957.0,397205.0"
2025-12-08,795,multi order,"394957.0,398693.0"
2025-12-08,796,bulk,"400356.0,394957.0"
2025-12-08,797,multi order,"397205.0,398693.0"
2025-12-08,798,bulk,"394957.0,401063.0"
2025-12-08,799,bulk,"398693.0,401063.0"
2025-12-08,800,multi order,"394957.0,398693.0"
2025-12-08,801,bulk,"398939.0,400317.0"
2025-12-08,802,bulk,"394957.0,401063.0"
2025-12-08,803,bulk,"395106.0,398693.0"
2025-12-08,804,bulk,"395059.0,400357.0"
2025-12-08,805,multi order,"398939.0,398693.0"
2025-12-08,806,bulk,"398939.0,400357.0"
2025-12-08,807,multi order,"398939.0,400263.0"
2025-12-08,808,bulk,"397205.0,398693.0"
2025-12-08,809,multi order,"398939.0,400317.0"
2025-12-08,810,bulk,"395059.0,398693.0"
2025-12-08,811,bulk,"395106.0,394957.0"
2025-12-08,812,bulk,"398693.0,400263.0"
2025-12-08,813,bulk,"395106.0,394957.0"
2025-12-08,814,bulk,"397205.0,398693.0"
2025-12-08,815,bulk,"395106.0,400907.0"
2025-12-08,816,bulk,"398693.0,400263.0"
2025-12-08,817,multi order,"395106.0,398939.0"
2025-12-08,818,bulk,"401063.0,400263.0"
2025-12-08,819,bulk,"400907.0,398693.0"
2025-12-08,820,multi order,"394957.0,400263.0"
2025-12-08,821,multi order,"394957.0,398693.0"
2025-12-08,822,bulk,"397205.0,401063.0"
2025-12-08,823,bulk,"398939.0,400263.0"
2025-12-08,824,multi order,"398939.0,394957.0"
2025-12-08,825,bulk,"400907.0,400357.0"
2025-12-08,826,bulk,"400356.0,400263.0"
2025-12-08,827,bulk,"395059.0,394957.0"
2025-12-08,828,multi order,"398693.0,400317.0"
2025-12-08,829,bulk,"395106.0,398693.0"
2025-12-08,830,multi order,"394957.0,398693.0"
2025-12-08,831,multi order,"398939.0,400907.0"
2025-12-08,832,bulk,"398939.0,398693.0"
2025-12-08,833,multi order,"394957.0,400263.0"
2025-12-08,834,bulk,"400907.0,398939.0"
2025-12-08,835,multi order,"398939.0,400317.0"
2025-12-08,836,multi order,"394957.0,398693.0"
2025-12-08,837,bulk,"400907.0,394957.0"
2025-12-08,838,multi order,"398939.0,395059.0"
2025-12-08,839,multi order,"395059.0,394957.0"
2025-12-08,840,bulk,"395059.0,400263.0"
2025-12-08,841,bulk,"395106.0,398693.0"
2025-12-08,842,bulk,"394957.0,401063.0"
2025-12-08,843,bulk,"400357.0,401063.0"
2025-12-08,844,bulk,"398939.0,397205.0"
2025-12-08,845,multi order,"395106.0,398693.0"
2025-12-08,846,bulk,"398939.0,400356.0"
2025-12-08,847,bulk,"394957.0,398693.0"
2025-12-08,848,multi order,"397205.0,398693.0"
2025-12-08,849,bulk,"398693.0,400263.0"
2025-12-08,850,bulk,"400263.0,401063.0"
2025-12-08,851,multi order,"394957.0,398693.0"
2025-12-08,852,multi order,"398693.0,401063.0"
2025-12-08,853,bulk,"400907.0,397205.0"
2025-12-08,854,bulk,"395106.0,401063.0"
2025-12-08,855,multi order,"394957.0,400357.0"
2025-12-08,856,multi order,"398939.0,394957.0"
2025-12-08,857,bulk,"398693.0,400263.0"
2025-12-08,858,bulk,"394957.0,400263.0"
2025-12-08,859,multi order,"400356.0,400357.0"
2025-12-08,860,multi order,"394957.0,398693.0"
2025-12-08,861,bulk,"400263.0,401063.0"
2025-12-08,862,bulk,"400907.0,398939.0"
2025-12-08,863,multi order,"400356.0,400357.0"
2025-12-08,864,multi order,"395106.0,398939.0"
2025-12-08,865,multi order,"398939.0,398693.0"
2025-12-08,866,bulk,"395106.0,395059.0"
2025-12-08,867,bulk,"397205.0,400263.0"
2025-12-08,868,bulk,"395106.0,398693.0"
2025-12-08,869,multi order,"400317.0,400263.0"
2025-12-08,870,bulk,"398693.0,401063.0"
2025-12-08,871,bulk,"394957.0,400263.0"
2025-12-08,872,bulk,"397205.0,398693.0"
2025-12-08,873,bulk,"398939.0,397205.0"
2025-12-08,874,bulk,"398693.0,400263.0"
2025-12-08,875,multi order,"394957.0,400317.0"
2025-12-08,876,bulk,"398939.0,401063.0"
2025-12-08,877,bulk,"394957.0,398693.0"
2025-12-08,878,multi order,"398939.0,394957.0"
2025-12-08,879,bulk,"394957.0,400263.0"
2025-12-08,880,multi order,"400356.0,398693.0"
2025-12-08,881,bulk,"400263.0,401063.0"
2025-12-08,882,bulk,"394957.0,398693.0"
2025-12-08,883,multi order,"398939.0,400356.0"
2025-12-08,884,bulk,"395106.0,400357.0"
2025-12-08,885,bulk,"398939.0,400263.0"
2025-12-08,886,multi order,"398939.0,394957.0"
2025-12-08,887,bulk,"400357.0,398693.0"
2025-12-08,888,multi order,"395106.0,401063.0"
2025-12-08,889,bulk,"395106.0,400907.0"
2025-12-08,890,multi order,"394957.0,398693.0"
2025-12-08,891,bulk,"397205.0,398693.0"
2025-12-08,892,bulk,"395106.0,400357.0"
2025-12-08,893,bulk,"400356.0,400263.0"
2025-12-08,894,bulk,"395106.0,397205.0"
2025-12-08,895,multi order,"398693.0,401063.0"
2025-12-08,896,bulk,"400317.0,400263.0"
2025-12-08,897,bulk,"400356.0,401063.0"
2025-12-08,898,multi order,"398939.0,400357.0"
2025-12-08,899,bulk,"395106.0,397205.0"
2025-12-08,900,bulk,"394957.0,397205.0"
2025-12-08,901,bulk,"395106.0,400263.0"
2025-12-08,902,bulk,"394957.0,398693.0"
2025-12-08,903,bulk,"394957.0,401063.0"
2025-12-08,904,multi order,"395106.0,394957.0"
2025-12-08,905,bulk,"397205.0,398693.0"
2025-12-08,906,bulk,"395106.0,398939.0"
2025-12-08,907,bulk,"398939.0,398693.0"
2025-12-08,908,bulk,"400907.0,401063.0"
2025-12-08,909,bulk,"397205.0,400263.0"
2025-12-08,910,bulk,"398939.0,394957.0"
2025-12-08,911,bulk,"397205.0,401063.0"
2025-12-08,912,multi order,"400907.0,400317.0"
2025-12-08,913,bulk,"398939.0,398693.0"
2025-12-08,914,bulk,"394957.0,401063.0"
2025-12-08,915,bulk,"395059.0,394957.0"
2025-12-08,916,multi order,"398939.0,394957.0"
2025-12-08,917,multi order,"400356.0,397205.0"
2025-12-08,918,bulk,"395106.0,400317.0"
2025-12-08,919,multi order,"398939.0,397205.0"
2025-12-08,920,bulk,"400907.0,394957.0"
2025-12-08,921,multi order,"399370.0,398693.0"
2025-12-08,922,multi order,"394577.0,400061.0"
2025-12-08,923,bulk,"396204.0,400989.0"
2025-12-08,924,bulk,"394577.0,396857.0"
2025-12-08,925,bulk,"400356.0,396204.0"
2025-12-08,926,multi order,"400698.0,400061.0"
2025-12-08,927,bulk,"399370.0,401071.0"
2025-12-08,928,bulk,"394577.0,394542.0"
2025-12-08,929,bulk,"400356.0,400061.0"
2025-12-08,930,bulk,"398161.0,399370.0"
2025-12-08,931,bulk,"396857.0,396204.0"
2025-12-08,932,bulk,"400989.0,394542.0"
2025-12-08,933,bulk,"396857.0,399370.0"
2025-12-08,934,bulk,"396857.0,400061.0"
2025-12-08,935,bulk,"396204.0,400989.0"
2025-12-08,936,multi order,"396857.0,400061.0"
2025-12-08,937,bulk,"400356.0,392645.0"
2025-12-08,938,bulk,"392645.0,400061.0"
2025-12-08,939,bulk,"394577.0,400989.0"
2025-12-08,940,bulk,"400989.0,400061.0"
2025-12-08,941,bulk,"394577.0,401071.0"
2025-12-08,942,bulk,"396857.0,401071.0"
2025-12-08,943,bulk,"396204.0,400061.0"
2025-12-08,944,bulk,"394577.0,400356.0"
2025-12-08,945,bulk,"399370.0,396204.0"
2025-12-08,946,bulk,"399370.0,400061.0"
2025-12-08,947,multi order,"394577.0,396857.0"
2025-12-08,948,multi order,"396204.0,400989.0"
2025-12-08,949,multi order,"398161.0,400989.0"
2025-12-08,950,bulk,"392645.0,400061.0"
2025-12-08,951,multi order,"396857.0,392645.0"
2025-12-08,952,bulk,"400698.0,400989.0"
2025-12-08,953,bulk,"400356.0,400061.0"
2025-12-08,954,bulk,"392645.0,400989.0"
2025-12-08,955,bulk,"400061.0,401071.0"
2025-12-08,956,multi order,"396204.0,392645.0"
2025-12-08,957,bulk,"394577.0,396204.0"
2025-12-08,958,multi order,"400989.0,401071.0"
2025-12-08,959,bulk,"400989.0,400061.0"
2025-12-08,960,bulk,"396857.0,396204.0"
2025-12-08,961,bulk,"400356.0,400061.0"
2025-12-08,962,bulk,"396857.0,400989.0"
2025-12-08,963,bulk,"396204.0,400061.0"
2025-12-08,964,bulk,"400989.0,401071.0"
2025-12-08,965,multi order,"400061.0,394542.0"
2025-12-08,966,bulk,"399370.0,400989.0"
2025-12-08,967,bulk,"396857.0,399370.0"
2025-12-08,968,bulk,"400989.0,401071.0"
2025-12-08,969,bulk,"396204.0,400061.0"
2025-12-08,970,bulk,"396857.0,394542.0"
2025-12-08,971,multi order,"396204.0,400356.0"
2025-12-08,972,bulk,"396857.0,400989.0"
2025-12-08,973,bulk,"400356.0,400989.0"
2025-12-08,974,multi order,"400698.0,400061.0"
2025-12-08,975,bulk,"400356.0,392645.0"
2025-12-08,976,bulk,"400698.0,400356.0"
2025-12-08,977,multi order,"396204.0,392645.0"
2025-12-08,978,bulk,"398161.0,400061.0"
2025-12-08,979,multi order,"399370.0,396204.0"
2025-12-08,980,bulk,"396857.0,401071.0"
2025-12-08,981,multi order,"394577.0,400061.0"
2025-12-08,982,bulk,"392645.0,400061.0"
2025-12-08,983,bulk,"392645.0,394542.0"
2025-12-08,984,multi order,"399370.0,400989.0"
2025-12-08,985,bulk,"394577.0,396204.0"
2025-12-08,986,bulk,"400989.0,400061.0"
2025-12-08,987,bulk,"396204.0,400061.0"
2025-12-08,988,bulk,"396857.0,400061.0"
2025-12-08,989,bulk,"399370.0,400989.0"
2025-12-08,990,bulk,"396204.0,392645.0"
2025-12-08,991,multi order,"396204.0,394542.0"
2025-12-08,992,bulk,"396204.0,400061.0"
2025-12-08,993,bulk,"400989.0,401071.0"
2025-12-08,994,multi order,"394577.0,400356.0"
2025-12-08,995,bulk,"392645.0,400061.0"
2025-12-08,996,bulk,"400698.0,396204.0"
2025-12-08,997,multi order,"400061.0,401071.0"
2025-12-08,998,bulk,"400356.0,396204.0"
2025-12-08,999,bulk,"400989.0,400061.0"
2025-12-08,1000,bulk,"394577.0,394542.0"
2025-12-08,1001,multi order,"400356.0,400989.0"
2025-12-08,1002,bulk,"396204.0,392645.0"
2025-12-08,1003,multi order,"399370.0,394542.0"
2025-12-08,1004,bulk,"396204.0,400356.0"
2025-12-08,1005,multi order,"396857.0,400061.0"
2025-12-08,1006,bulk,"400989.0,400061.0"
2025-12-08,1007,bulk,"396204.0,400989.0"
2025-12-08,1008,bulk,"396857.0,400061.0"
2025-12-08,1009,bulk,"400356.0,400989.0"
2025-12-08,1010,multi order,"396857.0,400061.0"
2025-12-08,1011,bulk,"400989.0,400061.0"
2025-12-08,1012,bulk,"400061.0,394542.0"
2025-12-08,1013,bulk,"396204.0,401071.0"
2025-12-08,1014,bulk,"400356.0,400061.0"
2025-12-08,1015,bulk,"400989.0,400061.0"
2025-12-08,1016,multi order,"400989.0,394542.0"
2025-12-08,1017,bulk,"396857.0,400061.0"
2025-12-08,1018,bulk,"400989.0,394542.0"
2025-12-08,1019,bulk,"394577.0,400061.0"
2025-12-08,1020,bulk,"396857.0,394542.0"
2025-12-08,1021,multi order,"399370.0,400989.0"
2025-12-08,1022,bulk,"398161.0,399370.0"
2025-12-08,1023,multi order,"396857.0,400989.0"
2025-12-08,1024,multi order,"400061.0,401071.0"
2025-12-08,1025,bulk,"400989.0,394542.0"
2025-12-08,1026,multi order,"398161.0,400061.0"
2025-12-08,1027,bulk,"396204.0,394542.0"
2025-12-08,1028,bulk,"396204.0,392645.0"
2025-12-08,1029,multi order,"398161.0,394542.0"
2025-12-08,1030,bulk,"400989.0,400061.0"
2025-12-08,1031,bulk,"399370.0,394542.0"
2025-12-08,1032,bulk,"400356.0,400989.0"
2025-12-08,1033,bulk,"396857.0,401071.0"
2025-12-08,1034,bulk,"394577.0,396204.0"
2025-12-08,1035,multi order,"399370.0,394542.0"
2025-12-08,1036,multi order,"392645.0,400061.0"
2025-12-08,1037,bulk,"396857.0,400061.0"
2025-12-08,1038,bulk,"400989.0,400061.0"
2025-12-08,1039,bulk,"396204.0,400989.0"
2025-12-08,1040,multi order,"396857.0,401071.0"
2025-12-08,1041,multi order,"400989.0,400061.0"
2025-12-08,1042,bulk,"396204.0,394542.0"
2025-12-08,1043,multi order,"400989.0,392645.0"
2025-12-08,1044,bulk,"400698.0,392645.0"
2025-12-08,1045,multi order,"396204.0,400989.0"
2025-12-08,1046,multi order,"396857.0,400061.0"
2025-12-08,1047,bulk,"400356.0,394542.0"
2025-12-08,1048,bulk,"396857.0,392645.0"
2025-12-08,1049,bulk,"399370.0,400061.0"
2025-12-08,1050,multi order,"396857.0,401071.0"
2025-12-08,1051,bulk,"392645.0,400061.0"
2025-12-08,1052,bulk,"396857.0,401071.0"
2025-12-08,1053,multi order,"398161.0,400061.0"
2025-12-08,1054,multi order,"399370.0,400989.0"
2025-12-08,1055,multi order,"400356.0,400989.0"
2025-12-08,1056,multi order,"394577.0,399370.0"
2025-12-08,1057,multi order,"400356.0,394542.0"
2025-12-08,1058,bulk,"396204.0,394542.0"
